序号,课程名称,课程难度,作业多少,给分好坏,收获大小,选课类别,教学类型,课程类别,开课单位,课程层次,学分
13551,"细胞生物学II（张华凤,  单革,  梅一德...）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,未知,2.0
13552,科研实习（张隆华）,你猜,你猜,你猜,你猜,计划,实践课,本科计划内课程,生命科学学院,专业选修,1.0
13553,低温等离子体及应用（李辉）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,热科学和能源工程系,未知,3.0
13554,离散数学I（韩文廷）,你猜,你猜,你猜,你猜,双学,理论课,双学位课程,计算机科学与技术系,未知,3.0
13555,"电子信息类前沿课程（张驰, 王永）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,信息科学技术学院,博士,3.0
13556,"现代医药生物技术概论（刘劲松, 裴端卿）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,未知,2.0
13557,"电子信息类开放实践课（胡芹, 王永）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,信息科学技术学院,博士,3.0
13558,"高等概率论（杨赛赛, 杨浩）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,数学科学学院,本研贯通,4.0
13559,聚合物加工流变学（陈威）,你猜,你猜,你猜,你猜,专业,理论课,研究生课程,高分子科学与工程系,硕士,2.0
13560,基础生命支持,你猜,你猜,你猜,你猜,公选,理论实验课,综合素质类课程,生命科学学院,未知,1.0
13561,"分析化学基础实验(下)（江万权, 金谷）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,化学系,未知,2.0
13562,"无机化学基础实验(下)（李光水, 黄微, 李婉）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,化学系,未知,2.0
13563,"分析化学基础实验(下)（姚奇志, 李娇）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,化学系,未知,2.0
13564,"设计创新II（宋怡, 李斌, 陈志波）",你猜,你猜,你猜,你猜,计划,理论实验课,自由选修课程,信息科学技术学院,未知,3.0
13565,"无机化学基础实验(下)（汪峰, 高明丽, 方思敏）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,化学系,未知,2.0
13566,"细胞生物学III（刘强, 符传孩）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,生命科学学院,未知,2.0
13567,分析化学基础实验(下)（刘红瑜）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,化学系,未知,2.0
13568,"多媒体技术概论（张勇东, 谢洪涛, 毛震东）",你猜,你猜,你猜,你猜,计划,理论课,自由选修课程,信息科学技术学院,未知,2.0
13569,生物医学测量（陈勋）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,电子科学与技术系,未知,2.0
13570,"电子技术基础(2)（杨俊峰, 秦家军）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,近代物理系,专业基础,2.0
13571,"生物化学与分子生物学实验原理（II）（涂晓明,  丁丽俐,  梅一德...）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,生命科学学院,未知,3.0
13572,"实验力学（张青川,  马宏昊,  罗喜胜...）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,近代力学系,专业核心,4.0
13573,"工程热力学A（倪勇, 郑志军）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,热科学和能源工程系,专业基础,4.0
13574,"理论力学(2)（黄颖青, 程万）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,近代力学系,专业基础,2.0
13575,"热科学经典阅读（朱锡锋, 施安峰）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,热科学和能源工程系,未知,2.0
13576,"固体材料结构学（高琛, 周仕明, 张文华）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,材料科学与工程系,未知,3.0
13577,科学社会学（汪凯）,你猜,你猜,你猜,你猜,专业,理论课,研究生课程,科技哲学教学研究部,硕士,4.0
13578,交换代数（法）（Loic MEREL）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,数学科学学院,专业选修,2.0
13579,概率论与鞅论（法）（Philippe MARCHAL）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,数学科学学院,专业选修,2.0
13580,"工程科学实践（郑航,  刘志刚,  刘维来...）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,工程科学学院,专业基础,2.0
13581,"工程科学实践（郑航,  刘志刚,  刘维来...）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,工程科学学院,专业基础,2.0
13582,"工程科学实践（郑航,  刘志刚,  袁小平...）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,工程科学学院,专业基础,2.0
13583,"工程科学实践（郑航,  刘志刚,  袁小平...）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,工程科学学院,专业基础,2.0
13584,"数据结构与数据库（司虎, 袁平波）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,信息科学技术学院,专业基础,3.5
13585,"离散数学（徐宏力, 许杨）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,大数据学院,专业基础,4.0
13586,"时间序列分析B（郑泽敏, 李阳, 刘行）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,统计与金融系,专业选修,3.5
13587,"外科学总论（刘连新,  朱志强,  何新阳...）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学与医学部,专业核心,2.0
13588,"诊断学（胡代菊,  沈伟,  郑雪瑛...）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学与医学部,专业核心,5.0
13589,"预防医学（包巍, 殷实）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学与医学部,专业核心,3.0
13590,"外科学II（朱晨,  葛建军,  李建安...）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学与医学部,专业核心,4.0
13591,"病理学（叶庆,  王哲,  翁海燕...）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学与医学部,专业基础,3.5
13592,"内科学II（皖湘,  郑茂,  徐将...）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学与医学部,专业核心,4.5
13593,"全科医学（陈莉, 范西真, 付玮）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学与医学部,专业核心,1.5
13594,"神经病学（余锋,  程昭昭,  群森...）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学与医学部,专业核心,1.5
13595,"医患沟通（齐印宝,  张旭中,  张天骄...）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学与医学部,专业基础,1.5
13596,"医学影像学（徐运军,  刘影,  程琦...）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学与医学部,专业核心,3.0
13597,"儿科学（计明红,  杨春芳,  潘家华...）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学与医学部,专业核心,3.5
13598,"传染病学（李磊,  何宏亮,  徐少保...）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学与医学部,专业核心,1.5
13599,文物保护概论（郝锌颖）,你猜,你猜,你猜,你猜,基础,理论课,研究生课程,科技史与科技考古系,硕士,3.0
13600,"生命科学导论-脑与认知（毕国强,  刘北明,  张隆华...）",你猜,你猜,你猜,你猜,通识,理论课,核心通识,生命科学学院,通修,2.0
13601,"细胞生物学II（郭振,  梅一德,  白丽...）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,生命科学学院,本研贯通,2.0
13602,文物保护科学（龚德才）,你猜,你猜,你猜,你猜,基础,理论课,研究生课程,科技史与科技考古系,硕士,2.0
13603,古气候学（周鑫）,你猜,你猜,你猜,你猜,基础,理论课,研究生课程,地球和空间科学学院,硕士,3.0
13604,"射电天文（王红池,  高煜,  徐烨...）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,紫金山天文台,硕士,3.0
13605,"高能天体物理（韦大明,  袁强,  冯磊...）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,紫金山天文台,硕士,4.0
13606,"现代太阳物理II（苏杨,  黄宇,  宁宗军...）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,紫金山天文台,硕士,3.0
13607,考古与科学（范安川）,你猜,你猜,你猜,你猜,基础,理论课,研究生课程,科技史与科技考古系,硕士,3.0
13608,空间碎片研究前沿科学(下)（平一鼎）,你猜,你猜,你猜,你猜,专业,理论课,研究生课程,紫金山天文台,博士,2.0
13609,生物统计学（包巍）,你猜,你猜,你猜,你猜,专业,理论课,研究生课程,生命科学学院,本研贯通,2.0
13610,"高级神经生物学实验（胡兵,  杨昱鹏,  张效初...）",你猜,你猜,你猜,你猜,专业,理论实验课,研究生课程,生命科学学院,硕士,4.0
13611,"神经生物学原理II（毕国强,  杨昱鹏,  张效初...）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,生命科学学院,硕士,2.0
13612,"细胞生物学III（张华凤,  赵忠,  高大兴...）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,生命科学学院,硕士,2.0
13613,"生物大分子波谱学原理（龚庆国, 阮科, 项晟祺）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,生命科学学院,硕士,4.0
13614,"生物技术药物（李敏,  熊伟,  王育才...）",你猜,你猜,你猜,你猜,专业,理论课,专业硕士,生命科学学院,硕士,3.0
13615,"临床神经生物学（张智, 刘强）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,生命科学学院,硕士,3.0
13616,"神经科学文献阅读与分析（张智, 唐爱辉, 晋艳）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,生命科学学院,博士,2.0
13617,"系统生物学（温泉, 马世嵩, 唐爱辉）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,生命科学学院,本研贯通,3.0
13618,"生物化学与分子生物学实验原理II（张璇, 刘行）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,生命科学学院,硕士,3.0
13619,高级生物化学实验（高大兴）,你猜,你猜,你猜,你猜,专业,实验课,研究生课程,生命科学学院,硕士,1.0
13620,"分子光谱分析新技术（葛袁, 崔华, 袁月）",你猜,你猜,你猜,你猜,基础,理论实验课,研究生课程,化学系,硕士,3.0
13621,"高分子物理化学（何卫东, 肖石燕）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,高分子科学与工程系,硕士,4.0
13622,"高等计量经济学（李勇军, 王力争）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,管理学院,硕士,2.0
13623,"催化作用基础（黄伟新,  汪文栋,  邵翔...）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,化学物理系,本研贯通,6.0
13624,"研究生透射电镜实验培训（李探微, 付圣权, 王延茹）",你猜,你猜,你猜,你猜,专业,理论实验课,研究生课程,合肥微尺度物质科学国家实验室（筹）,硕士,2.0
13625,"热分析方法及其应用（白玉霞, 丁延伟）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,合肥微尺度物质科学国家实验室（筹）,硕士,3.0
13626,"热分析方法及其应用（丁延伟, 刘吕丹）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,合肥微尺度物质科学国家实验室（筹）,硕士,3.0
13627,公司治理（陆凯）,你猜,你猜,你猜,你猜,基础,理论课,研究生课程,管理学院,硕士,2.0
13628,化学动力学III（周蒙）,你猜,你猜,你猜,你猜,基础,理论课,研究生课程,化学物理系,硕士,2.0
13629,立体有机化学（汪普生）,你猜,你猜,你猜,你猜,基础,理论课,研究生课程,化学系,硕士,2.0
13630,高分子半导体材料与器件,你猜,你猜,你猜,你猜,基础,理论课,研究生课程,长春应化所,博士,2.0
13631,新型光电材料,你猜,你猜,你猜,你猜,基础,理论课,研究生课程,长春应化所,博士,2.0
13632,"分析化学前沿（邓兆祥,  崔华,  黄光明...）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,化学系,博士,2.0
13633,"聚合反应原理专论（金邦坤, 汪峰）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,高分子科学与工程系,博士,2.0
13634,"新闻传播学理论基础（方刚, 吴国辉）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,科技传播与科技政策系,硕士,3.0
13635,"电子信息检索（张素芳,  何燕,  李琛...）",你猜,你猜,你猜,你猜,通识,理论课,核心通识,通识教育中心,通修,2.0
13636,累积考核（顾振华）,你猜,你猜,你猜,你猜,专业,理论课,研究生课程,化学系,硕士,2.0
13637,博物馆藏品管理（陈履生）,你猜,你猜,你猜,你猜,专业,理论课,研究生课程,科技史与科技考古系,硕士,1.0
13638,创意摄影与后期编辑（胡河宁）,你猜,你猜,你猜,你猜,专业,理论课,研究生课程,科技传播与科技政策系,硕士,2.0
13639,社会网络分析（朱孟潇）,你猜,你猜,你猜,你猜,专业,理论课,专业硕士,科技传播与科技政策系,硕士,2.0
13640,"地球探索与野外考察II（魏春生,  谢智,  刘晓东...）",你猜,你猜,你猜,你猜,通识,实验课,一般通识,地球和空间科学学院,自由选修,0.5
13641,"系统工程导论（陈宗海, 王纪凯）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,自动化系,硕士,3.0
13642,"实践综合（王雷, 凌强）",你猜,你猜,你猜,你猜,基础,实验课,研究生课程,先进技术研究院,硕士,3.0
13643,"信号与信息处理（陈欢欢, 周熙人）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,计算机科学与技术系,硕士,3.0
13644,物理电子学导论（江晓）,你猜,你猜,你猜,你猜,基础,理论课,研究生课程,近代物理系,硕士,4.0
13645,优化理论（尼克）,你猜,你猜,你猜,你猜,专业,理论课,研究生课程,计算机科学与技术系,硕士,3.0
